"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"1739862589151293508","1739862152725536781","1524187468438044673",,,"Wed Dec 27 04:15:40 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","이 루트로 황제가 구라만 깐거 알앗으면 로시도 오르페우스 걍 구했을텐데 애매하게 알아갖고..",
"1739862152725536781",,,,,"Wed Dec 27 04:13:56 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","와 대박 선택지에 따라서 아예 황제샛기 가면을 벗겨버릴수도 있구나.. 개쩐다 스텔메인 이용한것도 그 루트에서 나오네",
"1739468031162761246","1739467806532612219","1524187468438044673",,,"Tue Dec 26 02:07:51 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","라크를 일리시드로 만드는건 논외임 절대 안됨 할거면 나 죽이고 해보던가 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",
"1739467806532612219",,,,,"Tue Dec 26 02:06:57 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","라크 시한부인생 걍 나도 영혼없는 일리시드 되어서 기스양키 종족이라도 전체 구원
vs
나랑상관없는 기스양키 알빠임 쌩까고 걍 시한부 애인이랑 조금이라도 멀쩡한 상태로 같이 있기

선택지 진짜 주옥같다 증말",
"1736337679263158683","1736337455396397165","1524187468438044673",,,"Sun Dec 17 10:48:56 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","자물쇠따개는 졸라 필수지 ㅇㅇ 그래서 이번파티 아스 없어서 좀 힘들엇음 왠만한건 뿌셔서 해결하긴 햇지만",
"1736337455396397165",,,,,"Sun Dec 17 10:48:03 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","아니 시댕 졸라 진지하게 비탄전당 돌아다니고 있는데 자물쇠 따개에 개터졌네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저녀석 백퍼 로그잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/WnycSINuQ6",
"1736325445384343625","1736325346528825657","1524187468438044673",,,"Sun Dec 17 10:00:20 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","호감도 풀 체우면 포옹하기 활성화시켜주셈 라리안 플리즈",
"1736325346528825657","1736324196719009823","1524187468438044673",,,"Sun Dec 17 09:59:56 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","아 그 게일이가 되게 불안하는 이벤트 2막 쯤 나오는거 풀번역 되었을때 했으면 좋앗을텐데 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 솔직히 포옹 정도는 동료들이랑 할수있는 상호작용 아님? 나 진짜 내친구들 라크 껴안는것 처럼 한번씩 껴안아 주고싶엉....... 내친구들 너무 고생많고.. 사랑하고..",
"1736324196719009823",,,,,"Sun Dec 17 09:55:22 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","나 진짜진짜진짜로 이 특유의 게일이 멜로눈깔에 존나게 약한것 같다....... 이것도 그렇고 막 처음에 딱 만나면 눈에 먼가가 들어갔다면서 되게 잔망스러운 표정짓는데 그것도 너무 좋아함 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 내 최애캐는 게일이가 맞는것 가타.. https://t.co/cDsBx49u2O",
"1736321857564123479",,,,,"Sun Dec 17 09:46:04 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전에 찍어놨던 스샷 쭉 보고 있는데 라파엘 왜케 잔망스럽게 찍힘 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너우냐? 이러는거 같네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/rfPAkEuy68",
